Name,Age,Gender,Country,State,City,Parent_Occupation,Earning_Class,Level_Student,Level_Course,Course_Name,Time_Per_Day,Material_Level,IQ,Assessment_Score,Promotion_Status
Student_932,11,Male,Canada,Ontario,Ottawa,Unemployed,Middle,Middle School,Beginner,Art,49,Medium,76,52,Yes
Student_933,15,Female,Canada,Ontario,Ottawa,Teacher,High,High School,Intermediate,Music,91,Medium,71,61,Yes
Student_934,17,Female,USA,Florida,Orlando,Service Worker,Low,High School,Intermediate,Music,122,Medium,102,79,Yes
Student_935,12,Male,Canada,Ontario,Toronto,Engineer,Low,Middle School,Intermediate,Math,82,Medium,93,57,Yes
Student_936,13,Male,USA,Florida,Miami,Service Worker,Low,Middle School,Intermediate,Computer Science,194,Medium,74,70,Yes
Student_937,7,Male,Australia,Queensland,Brisbane,Doctor,Low,Elementary,Beginner,Art,45,Easy,101,59,Yes
Student_938,15,Female,India,Delhi,Delhi,Unemployed,Middle,High School,Intermediate,Literature,204,Hard,98,72,Yes
Student_939,16,Male,Australia,Victoria,Melbourne,Unemployed,Middle,High School,Intermediate,Art,56,Medium,92,71,Yes
Student_940,13,Female,UK,Scotland,Edinburgh,Doctor,Low,Middle School,Advanced,Music,26,Easy,103,76,Yes
Student_941,8,Female,UK,Northern Ireland,Belfast,Other,High,Elementary,Intermediate,Art,146,Medium,119,86,Yes
Student_942,12,Male,UK,England,Manchester,Other,Middle,Middle School,Intermediate,Computer Science,187,Hard,119,82,Yes
Student_943,8,Female,Australia,Queensland,Brisbane,Unemployed,Low,Elementary,Intermediate,Math,111,Hard,102,81,Yes
Student_944,12,Male,Canada,Quebec,Montreal,Unemployed,Low,Middle School,Beginner,Math,186,Medium,98,75,Yes
Student_945,16,Female,India,Karnataka,Mysore,Teacher,Low,High School,Advanced,Math,209,Easy,102,96,Yes
Student_946,17,Female,UK,Northern Ireland,Belfast,Service Worker,Low,High School,Intermediate,Math,122,Medium,104,65,Yes
Student_947,7,Male,UK,England,London,Engineer,Low,Elementary,Intermediate,Music,239,Easy,95,79,Yes
Student_948,15,Male,UK,Wales,Cardiff,Engineer,Middle,High School,Advanced,History,225,Hard,102,71,Yes
Student_949,11,Male,India,Karnataka,Mysore,Other,Low,Middle School,Intermediate,Computer Science,72,Easy,76,58,Yes
Student_950,8,Male,UK,Northern Ireland,Belfast,Doctor,Middle,Elementary,Beginner,Science,151,Easy,101,59,Yes
Student_951,8,Male,India,Delhi,Delhi,Admin,High,Elementary,Intermediate,Computer Science,229,Medium,107,86,Yes
Student_952,14,Male,UK,Scotland,Glasgow,Unemployed,Middle,Middle School,Beginner,History,127,Medium,92,62,Yes
Student_953,12,Other,Australia,Victoria,Melbourne,Unemployed,High,Middle School,Beginner,Math,131,Medium,98,68,Yes
Student_954,10,Male,Australia,Victoria,Melbourne,Other,Low,Elementary,Intermediate,History,172,Medium,83,81,Yes
Student_955,17,Male,India,Uttar Pradesh,Lucknow,Teacher,Middle,High School,Advanced,Literature,26,Easy,81,70,Yes
Student_956,15,Female,Australia,Victoria,Melbourne,Engineer,Middle,High School,Beginner,Literature,175,Easy,103,94,Yes
Student_957,12,Male,India,Karnataka,Bangalore,Artist,Low,Middle School,Advanced,Music,216,Medium,89,73,Yes
Student_958,14,Other,Australia,NSW,Sydney,Engineer,Low,Middle School,Intermediate,Computer Science,86,Easy,73,71,Yes
Student_959,6,Female,Australia,Western Australia,Perth,Engineer,Middle,Elementary,Beginner,Computer Science,127,Medium,83,64,Yes
Student_960,12,Female,India,Tamil Nadu,Chennai,Doctor,Middle,Middle School,Intermediate,Science,130,Medium,85,60,Yes
Student_961,11,Male,Canada,Alberta,Edmonton,Admin,Middle,Middle School,Advanced,Music,167,Medium,111,81,Yes
Student_962,15,Male,Australia,Queensland,Brisbane,Service Worker,Middle,High School,Intermediate,Science,102,Hard,102,62,Yes
Student_963,17,Male,UK,Scotland,Glasgow,Doctor,Middle,High School,Intermediate,Literature,143,Hard,86,68,Yes
Student_964,14,Female,Canada,Ontario,Ottawa,Service Worker,Low,Middle School,Beginner,Math,158,Hard,91,61,Yes
Student_965,6,Male,India,Uttar Pradesh,Lucknow,Teacher,Low,Elementary,Intermediate,History,123,Easy,119,80,Yes
Student_966,9,Male,Canada,Ontario,Toronto,Engineer,Low,Elementary,Intermediate,Science,86,Easy,114,78,Yes
Student_967,14,Other,USA,Texas,Dallas,Admin,Low,Middle School,Intermediate,Art,234,Medium,83,80,Yes
Student_968,9,Male,USA,Texas,Houston,Service Worker,High,Elementary,Beginner,Science,26,Hard,117,63,Yes
Student_969,15,Male,Australia,Queensland,Brisbane,Admin,Middle,High School,Advanced,Math,170,Hard,98,77,Yes
Student_970,8,Male,Australia,NSW,Sydney,Engineer,Middle,Elementary,Advanced,Math,208,Hard,111,66,Yes
Student_971,14,Other,UK,Scotland,Glasgow,Unemployed,Low,Middle School,Intermediate,Computer Science,218,Easy,97,82,Yes
Student_972,7,Male,Canada,Alberta,Edmonton,Service Worker,Middle,Elementary,Beginner,History,129,Hard,117,66,Yes
Student_973,9,Female,USA,Texas,Austin,Service Worker,Low,Elementary,Intermediate,Math,53,Medium,82,71,Yes
Student_974,11,Female,Australia,Victoria,Melbourne,Service Worker,Low,Middle School,Advanced,Music,125,Easy,96,69,Yes
Student_975,7,Male,Canada,Alberta,Edmonton,Unemployed,Low,Elementary,Beginner,Science,166,Medium,118,73,Yes
Student_976,13,Female,Australia,NSW,Sydney,Service Worker,Middle,Middle School,Advanced,Science,77,Easy,70,55,Yes
Student_977,13,Male,Australia,Western Australia,Perth,Service Worker,Middle,Middle School,Advanced,Literature,28,Medium,99,67,Yes
Student_978,6,Male,USA,Illinois,Chicago,Other,Middle,Elementary,Beginner,Math,67,Medium,94,71,Yes
Student_979,17,Female,USA,Florida,Miami,Admin,Middle,High School,Beginner,Art,134,Medium,110,79,Yes
Student_980,8,Female,Australia,Queensland,Brisbane,Business Owner,High,Elementary,Intermediate,Computer Science,229,Medium,116,80,Yes
Student_981,15,Female,India,Uttar Pradesh,Lucknow,Admin,Low,High School,Intermediate,History,60,Hard,110,61,Yes
Student_982,14,Female,Australia,Victoria,Melbourne,Artist,Low,Middle School,Advanced,Art,67,Medium,103,67,Yes
Student_983,10,Male,Australia,Queensland,Brisbane,Teacher,Low,Elementary,Beginner,Computer Science,192,Medium,100,73,Yes
Student_984,11,Male,UK,England,London,Service Worker,Middle,Middle School,Beginner,Science,44,Hard,94,62,Yes
Student_985,9,Male,UK,England,Manchester,Other,High,Elementary,Intermediate,Art,135,Hard,103,69,Yes
Student_986,15,Male,UK,England,Birmingham,Other,Low,High School,Advanced,Computer Science,97,Easy,121,95,Yes
Student_987,7,Male,India,Delhi,Delhi,Doctor,Middle,Elementary,Advanced,Science,127,Medium,87,68,Yes
Student_988,16,Male,India,Uttar Pradesh,Kanpur,Business Owner,Middle,High School,Intermediate,Science,44,Easy,93,73,Yes
Student_989,13,Male,Australia,Victoria,Melbourne,Teacher,Low,Middle School,Beginner,Science,166,Easy,98,78,Yes
Student_990,16,Male,UK,England,London,Other,Middle,High School,Intermediate,Science,58,Medium,115,70,Yes
Student_991,11,Female,India,Karnataka,Mysore,Other,Middle,Middle School,Intermediate,Music,138,Hard,103,71,Yes
Student_992,10,Female,USA,New York,Buffalo,Service Worker,High,Elementary,Intermediate,Science,98,Easy,114,76,Yes
Student_993,14,Male,Australia,Victoria,Melbourne,Unemployed,Low,Middle School,Intermediate,Literature,99,Hard,115,69,Yes
Student_994,6,Female,Canada,Alberta,Calgary,Admin,Middle,Elementary,Beginner,Art,46,Hard,108,74,Yes
Student_995,10,Female,Australia,NSW,Sydney,Service Worker,Low,Elementary,Intermediate,Computer Science,123,Hard,84,57,Yes
Student_996,11,Male,Canada,Alberta,Edmonton,Engineer,Middle,Middle School,Beginner,Literature,93,Easy,124,85,Yes
Student_997,10,Female,UK,Wales,Cardiff,Business Owner,Middle,Elementary,Intermediate,Music,210,Hard,121,57,Yes
Student_998,11,Female,Canada,Ontario,Ottawa,Service Worker,Middle,Middle School,Advanced,Literature,87,Medium,100,68,Yes
Student_999,11,Female,UK,Scotland,Glasgow,Service Worker,Middle,Middle School,Beginner,Math,166,Medium,79,63,Yes
Student_1000,12,Male,USA,California,Los Angeles,Doctor,Middle,Middle School,Advanced,Math,47,Easy,76,66,Yes
